010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,5
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,3,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,4,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
010001,5,17
